project_id,student_id,language_or_technology,usage_percentage
PRJ00579,STU0141,SQL,90
PRJ00580,STU0417,Java,30
PRJ00580,STU0417,SQL,74
PRJ00581,STU0062,React,99
PRJ00581,STU0062,Firebase,89
PRJ00582,STU0018,Python,72
PRJ00582,STU0018,FastAPI,45
PRJ00582,STU0018,Machine Learning,78
PRJ00583,STU0240,Docker,100
PRJ00583,STU0240,Git,68
PRJ00583,STU0240,Node.js,45
PRJ00584,STU0184,HTML/CSS,21
PRJ00584,STU0184,JavaScript,97
PRJ00585,STU0263,JavaScript,18
PRJ00585,STU0263,React,100
PRJ00585,STU0263,Node.js,91
PRJ00585,STU0263,SQL,47
PRJ00586,STU0369,React,77
PRJ00586,STU0369,Firebase,59
PRJ00587,STU0402,Python,97
PRJ00587,STU0402,Machine Learning,30
PRJ00587,STU0402,Data Science,64
PRJ00588,STU0248,Java,66
PRJ00588,STU0248,SQL,51
PRJ00589,STU0475,HTML/CSS,25
PRJ00589,STU0475,JavaScript,93
PRJ00590,STU0490,React,25
PRJ00590,STU0490,Firebase,88
PRJ00591,STU0016,Java,89
PRJ00591,STU0016,SQL,73
PRJ00592,STU0055,Python,64
PRJ00592,STU0055,Firebase,42
PRJ00593,STU0408,Python,52
PRJ00593,STU0408,Data Science,38
PRJ00593,STU0408,SQL,44
PRJ00594,STU0473,JavaScript,88
PRJ00594,STU0473,React,62
PRJ00594,STU0473,Node.js,55
PRJ00594,STU0473,SQL,50
PRJ00595,STU0434,React,19
PRJ00595,STU0434,Node.js,55
PRJ00595,STU0434,MongoDB,92
PRJ00596,STU0324,Java,65
PRJ00596,STU0324,SQL,49
PRJ00597,STU0358,Python,24
PRJ00597,STU0358,Firebase,88
PRJ00598,STU0103,Python,61
PRJ00598,STU0103,Data Science,66
PRJ00598,STU0103,SQL,77
PRJ00599,STU0147,Python,86
PRJ00599,STU0147,Data Science,64
PRJ00599,STU0147,SQL,40
PRJ00600,STU0415,Python,11
PRJ00600,STU0415,Machine Learning,16
PRJ00600,STU0415,Data Science,82
PRJ00601,STU0323,Python,36
PRJ00601,STU0323,FastAPI,54
PRJ00601,STU0323,Machine Learning,74
PRJ00602,STU0458,Python,33
PRJ00602,STU0458,FastAPI,17
PRJ00602,STU0458,Machine Learning,24
PRJ00603,STU0443,JavaScript,60
PRJ00603,STU0443,React,34
PRJ00603,STU0443,Node.js,14
PRJ00603,STU0443,SQL,20
PRJ00604,STU0098,Java,51
PRJ00604,STU0098,SQL,83
PRJ00605,STU0183,React,70
PRJ00605,STU0183,Firebase,93
PRJ00606,STU0321,Java,91
PRJ00606,STU0321,SQL,29
PRJ00607,STU0401,HTML/CSS,32
PRJ00607,STU0401,JavaScript,45
PRJ00608,STU0119,Python,28
PRJ00608,STU0119,FastAPI,26
PRJ00608,STU0119,Machine Learning,77
PRJ00609,STU0473,Java,45
PRJ00609,STU0473,SQL,79
PRJ00610,STU0447,Java,37
PRJ00610,STU0447,SQL,49
PRJ00611,STU0295,Python,94
PRJ00611,STU0295,Data Science,86
PRJ00611,STU0295,SQL,31
PRJ00612,STU0280,React,71
PRJ00612,STU0280,Node.js,58
PRJ00612,STU0280,MongoDB,62
PRJ00613,STU0016,Python,80
PRJ00613,STU0016,FastAPI,16
PRJ00613,STU0016,Machine Learning,82
PRJ00614,STU0172,Docker,90
PRJ00614,STU0172,Git,76
PRJ00614,STU0172,Node.js,42
PRJ00615,STU0419,React,65
PRJ00615,STU0419,Node.js,93
PRJ00615,STU0419,MongoDB,98
PRJ00616,STU0038,Python,16
PRJ00616,STU0038,Machine Learning,20
PRJ00616,STU0038,Data Science,91
PRJ00617,STU0307,React,74
PRJ00617,STU0307,Node.js,14
PRJ00617,STU0307,MongoDB,45
PRJ00618,STU0139,React,11
PRJ00618,STU0139,Node.js,36
PRJ00618,STU0139,MongoDB,35
PRJ00619,STU0260,Python,48
PRJ00619,STU0260,Data Science,80
PRJ00619,STU0260,SQL,10
PRJ00620,STU0401,Java,19
PRJ00620,STU0401,SQL,52
PRJ00621,STU0397,Python,38
PRJ00621,STU0397,Machine Learning,66
PRJ00621,STU0397,Data Science,40
PRJ00622,STU0350,Python,57
PRJ00622,STU0350,FastAPI,77
PRJ00622,STU0350,Machine Learning,61
PRJ00623,STU0199,Python,61
PRJ00623,STU0199,Machine Learning,72
PRJ00623,STU0199,Data Science,23
PRJ00624,STU0219,HTML/CSS,54
PRJ00624,STU0219,JavaScript,51
PRJ00625,STU0460,React,43
PRJ00625,STU0460,Firebase,44
PRJ00626,STU0224,Docker,63
PRJ00626,STU0224,Git,12
PRJ00626,STU0224,Node.js,54
PRJ00627,STU0302,Python,41
PRJ00627,STU0302,FastAPI,84
PRJ00627,STU0302,Machine Learning,29
PRJ00628,STU0024,Python,60
PRJ00628,STU0024,Machine Learning,15
PRJ00628,STU0024,Data Science,88
PRJ00629,STU0030,Java,65
PRJ00629,STU0030,SQL,72
PRJ00630,STU0161,Python,44
PRJ00630,STU0161,Machine Learning,61
PRJ00631,STU0204,Python,91
PRJ00631,STU0204,Firebase,99
PRJ00632,STU0481,HTML/CSS,27
PRJ00632,STU0481,JavaScript,73
PRJ00633,STU0228,React,27
PRJ00633,STU0228,Node.js,16
PRJ00633,STU0228,MongoDB,90
PRJ00634,STU0445,Python,52
PRJ00634,STU0445,FastAPI,36
PRJ00634,STU0445,Machine Learning,60
PRJ00635,STU0358,HTML/CSS,99
PRJ00635,STU0358,JavaScript,48
PRJ00636,STU0362,React,89
PRJ00636,STU0362,Firebase,83
PRJ00637,STU0467,Java,18
PRJ00637,STU0467,SQL,23
PRJ00638,STU0063,Python,86
PRJ00638,STU0063,Machine Learning,98
PRJ00639,STU0226,Python,29
PRJ00639,STU0226,FastAPI,100
PRJ00639,STU0226,Machine Learning,77
PRJ00640,STU0429,Python,54
PRJ00640,STU0429,FastAPI,62
PRJ00640,STU0429,Machine Learning,66
PRJ00641,STU0154,Java,90
PRJ00641,STU0154,SQL,97
PRJ00642,STU0197,Python,29
PRJ00642,STU0197,Firebase,74
PRJ00643,STU0023,Python,56
PRJ00643,STU0023,Data Science,15
PRJ00643,STU0023,SQL,31
PRJ00644,STU0221,HTML/CSS,20
PRJ00644,STU0221,JavaScript,55
PRJ00645,STU0391,Python,51
PRJ00645,STU0391,Machine Learning,93
PRJ00646,STU0111,Python,94
PRJ00646,STU0111,Machine Learning,37
PRJ00646,STU0111,Data Science,81
PRJ00647,STU0444,Java,41
PRJ00647,STU0444,SQL,12
PRJ00648,STU0488,React,96
PRJ00648,STU0488,Node.js,73
PRJ00648,STU0488,MongoDB,68
PRJ00649,STU0294,React,53
PRJ00649,STU0294,Node.js,50
PRJ00649,STU0294,MongoDB,80
PRJ00650,STU0382,Docker,27
PRJ00650,STU0382,Git,21
PRJ00650,STU0382,Node.js,30
PRJ00651,STU0410,Python,59
PRJ00651,STU0410,FastAPI,33
PRJ00651,STU0410,Machine Learning,63
PRJ00652,STU0152,Python,43
PRJ00652,STU0152,Machine Learning,37
PRJ00653,STU0186,React,87
PRJ00653,STU0186,Node.js,57
PRJ00653,STU0186,MongoDB,60
PRJ00654,STU0292,Python,71
PRJ00654,STU0292,FastAPI,92
PRJ00654,STU0292,Machine Learning,75
PRJ00655,STU0237,Python,44
PRJ00655,STU0237,FastAPI,46
PRJ00655,STU0237,Machine Learning,60
PRJ00656,STU0495,Python,10
PRJ00656,STU0495,Machine Learning,67
PRJ00657,STU0030,React,81
PRJ00657,STU0030,Firebase,88
PRJ00658,STU0161,JavaScript,12
PRJ00658,STU0161,React,71
PRJ00658,STU0161,Node.js,53
PRJ00658,STU0161,SQL,20
PRJ00659,STU0133,Java,95
PRJ00659,STU0133,SQL,82
PRJ00660,STU0090,Java,99
PRJ00660,STU0090,SQL,82
PRJ00661,STU0020,Java,22
PRJ00661,STU0020,SQL,87
PRJ00662,STU0368,Python,74
PRJ00662,STU0368,Data Science,18
PRJ00662,STU0368,SQL,68
PRJ00663,STU0348,Java,71
PRJ00663,STU0348,SQL,57
PRJ00664,STU0121,Python,57
PRJ00664,STU0121,Machine Learning,18
PRJ00665,STU0058,HTML/CSS,29
PRJ00665,STU0058,JavaScript,83
PRJ00666,STU0293,Python,96
PRJ00666,STU0293,Machine Learning,98
PRJ00667,STU0074,Python,45
PRJ00667,STU0074,FastAPI,48
PRJ00667,STU0074,Machine Learning,22
PRJ00668,STU0460,Python,49
PRJ00668,STU0460,FastAPI,87
PRJ00668,STU0460,Machine Learning,31
PRJ00669,STU0016,Java,53
PRJ00669,STU0016,SQL,36
PRJ00670,STU0467,React,96
PRJ00670,STU0467,Firebase,22
PRJ00671,STU0414,Python,64
PRJ00671,STU0414,Machine Learning,45
PRJ00672,STU0017,Python,89
PRJ00672,STU0017,FastAPI,79
PRJ00672,STU0017,Machine Learning,32
PRJ00673,STU0491,Docker,76
PRJ00673,STU0491,Git,96
PRJ00673,STU0491,Node.js,41
PRJ00674,STU0323,HTML/CSS,76
PRJ00674,STU0323,JavaScript,92
PRJ00675,STU0409,Python,53
PRJ00675,STU0409,FastAPI,94
PRJ00675,STU0409,Machine Learning,83
PRJ00676,STU0163,React,70
PRJ00676,STU0163,Node.js,44
PRJ00676,STU0163,MongoDB,66
PRJ00677,STU0125,Python,66
PRJ00677,STU0125,Machine Learning,65
PRJ00677,STU0125,Data Science,54
PRJ00678,STU0384,JavaScript,58
PRJ00678,STU0384,React,50
PRJ00678,STU0384,Node.js,84
PRJ00678,STU0384,SQL,14
PRJ00679,STU0041,Python,71
PRJ00679,STU0041,Machine Learning,12
PRJ00680,STU0118,Python,56
PRJ00680,STU0118,Firebase,51
PRJ00681,STU0474,HTML/CSS,48
PRJ00681,STU0474,JavaScript,88
PRJ00682,STU0071,React,43
PRJ00682,STU0071,Firebase,93
PRJ00683,STU0061,JavaScript,100
PRJ00683,STU0061,React,36
PRJ00683,STU0061,Node.js,91
PRJ00683,STU0061,SQL,49
PRJ00684,STU0295,Python,38
PRJ00684,STU0295,Firebase,65
PRJ00685,STU0086,JavaScript,78
PRJ00685,STU0086,React,70
PRJ00685,STU0086,Node.js,94
PRJ00685,STU0086,SQL,73
PRJ00686,STU0477,Python,23
PRJ00686,STU0477,Firebase,53
PRJ00687,STU0013,React,62
PRJ00687,STU0013,Node.js,82
PRJ00687,STU0013,MongoDB,32
PRJ00688,STU0444,HTML/CSS,28
PRJ00688,STU0444,JavaScript,10
PRJ00689,STU0206,React,84
PRJ00689,STU0206,Node.js,44
PRJ00689,STU0206,MongoDB,88
PRJ00690,STU0460,Java,16
PRJ00690,STU0460,SQL,72
PRJ00691,STU0379,Docker,61
PRJ00691,STU0379,Git,98
PRJ00691,STU0379,Node.js,40
PRJ00692,STU0231,React,48
PRJ00692,STU0231,Node.js,24
PRJ00692,STU0231,MongoDB,54
PRJ00693,STU0069,React,36
PRJ00693,STU0069,Node.js,56
PRJ00693,STU0069,MongoDB,85
PRJ00694,STU0459,Python,69
PRJ00694,STU0459,FastAPI,69
PRJ00694,STU0459,Machine Learning,25
PRJ00695,STU0225,Java,16
PRJ00695,STU0225,SQL,94
PRJ00696,STU0253,Python,16
PRJ00696,STU0253,Machine Learning,24
PRJ00697,STU0297,HTML/CSS,25
PRJ00697,STU0297,JavaScript,52
PRJ00698,STU0164,Python,92
PRJ00698,STU0164,Machine Learning,42
PRJ00698,STU0164,Data Science,69
PRJ00699,STU0452,React,68
PRJ00699,STU0452,Node.js,39
PRJ00699,STU0452,MongoDB,46
PRJ00700,STU0295,Docker,88
PRJ00700,STU0295,Git,43
PRJ00700,STU0295,Node.js,40
PRJ00701,STU0085,JavaScript,94
PRJ00701,STU0085,React,19
PRJ00701,STU0085,Node.js,94
PRJ00701,STU0085,SQL,43
PRJ00702,STU0115,Docker,98
PRJ00702,STU0115,Git,78
PRJ00702,STU0115,Node.js,71
PRJ00703,STU0386,JavaScript,27
PRJ00703,STU0386,React,32
PRJ00703,STU0386,Node.js,55
PRJ00703,STU0386,SQL,56
PRJ00704,STU0106,HTML/CSS,69
PRJ00704,STU0106,JavaScript,74
PRJ00705,STU0492,Docker,53
PRJ00705,STU0492,Git,61
PRJ00705,STU0492,Node.js,42
PRJ00706,STU0190,Python,23
PRJ00706,STU0190,Data Science,38
PRJ00706,STU0190,SQL,53
PRJ00707,STU0065,Java,44
PRJ00707,STU0065,SQL,92
PRJ00708,STU0362,Docker,91
PRJ00708,STU0362,Git,72
PRJ00708,STU0362,Node.js,49
PRJ00709,STU0135,JavaScript,22
PRJ00709,STU0135,React,60
PRJ00709,STU0135,Node.js,78
PRJ00709,STU0135,SQL,52
PRJ00710,STU0412,JavaScript,93
PRJ00710,STU0412,React,57
PRJ00710,STU0412,Node.js,69
PRJ00710,STU0412,SQL,37
PRJ00711,STU0260,Python,89
PRJ00711,STU0260,Machine Learning,95
PRJ00712,STU0398,JavaScript,50
PRJ00712,STU0398,React,29
PRJ00712,STU0398,Node.js,40
PRJ00712,STU0398,SQL,28
PRJ00713,STU0478,React,78
PRJ00713,STU0478,Node.js,56
PRJ00713,STU0478,MongoDB,57
PRJ00714,STU0429,Docker,54
PRJ00714,STU0429,Git,80
PRJ00714,STU0429,Node.js,12
PRJ00715,STU0301,Java,96
PRJ00715,STU0301,SQL,84
PRJ00716,STU0078,Python,54
PRJ00716,STU0078,Firebase,72
PRJ00717,STU0102,Python,86
PRJ00717,STU0102,FastAPI,48
PRJ00717,STU0102,Machine Learning,72
PRJ00718,STU0223,JavaScript,56
PRJ00718,STU0223,React,74
PRJ00718,STU0223,Node.js,22
PRJ00718,STU0223,SQL,93
PRJ00719,STU0364,Java,62
PRJ00719,STU0364,SQL,61
PRJ00720,STU0195,Python,15
PRJ00720,STU0195,FastAPI,29
PRJ00720,STU0195,Machine Learning,77
PRJ00721,STU0337,Java,43
PRJ00721,STU0337,SQL,90
PRJ00722,STU0249,Python,91
PRJ00722,STU0249,Firebase,25
PRJ00723,STU0152,JavaScript,34
PRJ00723,STU0152,React,62
PRJ00723,STU0152,Node.js,31
PRJ00723,STU0152,SQL,40
PRJ00724,STU0497,Python,37
PRJ00724,STU0497,Firebase,93
PRJ00725,STU0091,Python,91
PRJ00725,STU0091,Firebase,48
PRJ00726,STU0204,React,66
PRJ00726,STU0204,Node.js,10
PRJ00726,STU0204,MongoDB,48
PRJ00727,STU0211,Python,12
PRJ00727,STU0211,FastAPI,69
PRJ00727,STU0211,Machine Learning,23
PRJ00728,STU0260,Python,42
PRJ00728,STU0260,Data Science,61
PRJ00728,STU0260,SQL,85
PRJ00729,STU0134,Python,66
PRJ00729,STU0134,FastAPI,91
PRJ00729,STU0134,Machine Learning,22
PRJ00730,STU0218,Java,42
PRJ00730,STU0218,SQL,73
PRJ00731,STU0373,Python,95
PRJ00731,STU0373,Data Science,85
PRJ00731,STU0373,SQL,72
PRJ00732,STU0210,Python,98
PRJ00732,STU0210,Data Science,41
PRJ00732,STU0210,SQL,47
PRJ00733,STU0057,React,25
PRJ00733,STU0057,Firebase,81
PRJ00734,STU0011,React,54
PRJ00734,STU0011,Node.js,50
PRJ00734,STU0011,MongoDB,83
PRJ00735,STU0171,Docker,53
PRJ00735,STU0171,Git,15
PRJ00735,STU0171,Node.js,76
PRJ00736,STU0026,HTML/CSS,37
PRJ00736,STU0026,JavaScript,73
PRJ00737,STU0081,Java,46
PRJ00737,STU0081,SQL,57
PRJ00738,STU0467,Python,61
PRJ00738,STU0467,Machine Learning,14
PRJ00739,STU0376,Python,25
PRJ00739,STU0376,Data Science,69
PRJ00739,STU0376,SQL,13
PRJ00740,STU0053,HTML/CSS,34
PRJ00740,STU0053,JavaScript,87
PRJ00741,STU0145,React,59
PRJ00741,STU0145,Node.js,22
PRJ00741,STU0145,MongoDB,12
PRJ00742,STU0140,React,19
PRJ00742,STU0140,Node.js,68
PRJ00742,STU0140,MongoDB,54
PRJ00743,STU0419,React,88
PRJ00743,STU0419,Node.js,96
PRJ00743,STU0419,MongoDB,13
PRJ00744,STU0259,React,94
PRJ00744,STU0259,Node.js,15
PRJ00744,STU0259,MongoDB,23
PRJ00745,STU0426,HTML/CSS,66
PRJ00745,STU0426,JavaScript,14
PRJ00746,STU0100,Java,59
PRJ00746,STU0100,SQL,68
PRJ00747,STU0381,Python,83
PRJ00747,STU0381,FastAPI,92
PRJ00747,STU0381,Machine Learning,44
PRJ00748,STU0052,React,83
PRJ00748,STU0052,Node.js,14
PRJ00748,STU0052,MongoDB,72
PRJ00749,STU0048,Python,79
PRJ00749,STU0048,Data Science,65
PRJ00749,STU0048,SQL,99
PRJ00750,STU0146,Docker,86
PRJ00750,STU0146,Git,32
PRJ00750,STU0146,Node.js,77
PRJ00751,STU0373,Java,50
PRJ00751,STU0373,SQL,50
PRJ00752,STU0115,React,97
PRJ00752,STU0115,Firebase,22
PRJ00753,STU0190,Python,60
PRJ00753,STU0190,Firebase,100
PRJ00754,STU0415,Python,29
PRJ00754,STU0415,FastAPI,24
PRJ00754,STU0415,Machine Learning,56
PRJ00755,STU0107,Java,84
PRJ00755,STU0107,SQL,40
PRJ00756,STU0207,React,95
PRJ00756,STU0207,Firebase,80
PRJ00757,STU0031,Python,84
PRJ00757,STU0031,Machine Learning,64
PRJ00757,STU0031,Data Science,66
PRJ00758,STU0380,Python,61
PRJ00758,STU0380,Machine Learning,96
PRJ00759,STU0290,React,41
PRJ00759,STU0290,Firebase,55
PRJ00760,STU0108,Python,35
PRJ00760,STU0108,Machine Learning,64
PRJ00760,STU0108,Data Science,72
PRJ00761,STU0492,Python,40
PRJ00761,STU0492,FastAPI,57
PRJ00761,STU0492,Machine Learning,96
PRJ00762,STU0248,HTML/CSS,55
PRJ00762,STU0248,JavaScript,100
PRJ00763,STU0040,Java,77
PRJ00763,STU0040,SQL,86
PRJ00764,STU0384,JavaScript,62
PRJ00764,STU0384,React,15
PRJ00764,STU0384,Node.js,72
PRJ00764,STU0384,SQL,17
PRJ00765,STU0020,Docker,68
PRJ00765,STU0020,Git,26
PRJ00765,STU0020,Node.js,27
PRJ00766,STU0412,HTML/CSS,78
PRJ00766,STU0412,JavaScript,78
PRJ00767,STU0205,Python,37
PRJ00767,STU0205,FastAPI,44
PRJ00767,STU0205,Machine Learning,20
PRJ00768,STU0369,Docker,37
PRJ00768,STU0369,Git,39
PRJ00768,STU0369,Node.js,54
PRJ00769,STU0456,Python,23
PRJ00769,STU0456,Machine Learning,34
PRJ00770,STU0351,Python,88
PRJ00770,STU0351,Data Science,10
PRJ00770,STU0351,SQL,19
PRJ00771,STU0242,Python,44
PRJ00771,STU0242,Firebase,34
PRJ00772,STU0269,React,16
PRJ00772,STU0269,Node.js,87
PRJ00772,STU0269,MongoDB,69
PRJ00773,STU0092,Java,49
PRJ00773,STU0092,SQL,31
PRJ00774,STU0360,Python,73
PRJ00774,STU0360,Data Science,91
PRJ00774,STU0360,SQL,49
PRJ00775,STU0170,JavaScript,88
PRJ00775,STU0170,React,39
PRJ00775,STU0170,Node.js,65
PRJ00775,STU0170,SQL,61
PRJ00776,STU0035,Python,96
PRJ00776,STU0035,Machine Learning,38
PRJ00777,STU0141,React,50
PRJ00777,STU0141,Node.js,71
PRJ00777,STU0141,MongoDB,82
PRJ00778,STU0393,Java,62
PRJ00778,STU0393,SQL,66
PRJ00779,STU0338,Python,18
PRJ00779,STU0338,Data Science,98
PRJ00779,STU0338,SQL,44
PRJ00780,STU0111,React,76
PRJ00780,STU0111,Node.js,12
PRJ00780,STU0111,MongoDB,35
PRJ00781,STU0065,Python,100
PRJ00781,STU0065,Machine Learning,95
PRJ00781,STU0065,Data Science,11
PRJ00782,STU0310,React,95
PRJ00782,STU0310,Node.js,16
PRJ00782,STU0310,MongoDB,68
PRJ00783,STU0402,Python,96
PRJ00783,STU0402,Data Science,39
PRJ00783,STU0402,SQL,56
PRJ00784,STU0074,Java,90
PRJ00784,STU0074,SQL,65
PRJ00785,STU0459,Python,56
PRJ00785,STU0459,FastAPI,81
PRJ00785,STU0459,Machine Learning,29
PRJ00786,STU0341,Python,59
PRJ00786,STU0341,Firebase,13
PRJ00787,STU0124,HTML/CSS,75
PRJ00787,STU0124,JavaScript,32
PRJ00788,STU0243,Python,53
PRJ00788,STU0243,Machine Learning,33
PRJ00789,STU0041,Docker,95
PRJ00789,STU0041,Git,63
PRJ00789,STU0041,Node.js,40
PRJ00790,STU0074,Java,70
PRJ00790,STU0074,SQL,85
PRJ00791,STU0356,Python,43
PRJ00791,STU0356,Machine Learning,100
PRJ00791,STU0356,Data Science,18
PRJ00792,STU0334,Python,28
PRJ00792,STU0334,Machine Learning,74
PRJ00793,STU0395,Python,76
PRJ00793,STU0395,FastAPI,59
PRJ00793,STU0395,Machine Learning,64
PRJ00794,STU0287,Docker,84
PRJ00794,STU0287,Git,23
PRJ00794,STU0287,Node.js,21
PRJ00795,STU0478,React,26
PRJ00795,STU0478,Node.js,96
PRJ00795,STU0478,MongoDB,26
PRJ00796,STU0270,Python,35
PRJ00796,STU0270,Data Science,31
PRJ00796,STU0270,SQL,19
PRJ00797,STU0467,Python,43
PRJ00797,STU0467,Machine Learning,90
PRJ00798,STU0140,Python,94
PRJ00798,STU0140,FastAPI,31
PRJ00798,STU0140,Machine Learning,51
PRJ00799,STU0357,React,30
PRJ00799,STU0357,Node.js,58
PRJ00799,STU0357,MongoDB,20
PRJ00800,STU0422,Python,23
PRJ00800,STU0422,FastAPI,84
PRJ00800,STU0422,Machine Learning,72
PRJ00801,STU0243,React,92
PRJ00801,STU0243,Node.js,79
PRJ00801,STU0243,MongoDB,82
PRJ00802,STU0314,Docker,28
PRJ00802,STU0314,Git,52
PRJ00802,STU0314,Node.js,89
PRJ00803,STU0215,Java,49
PRJ00803,STU0215,SQL,60
PRJ00804,STU0364,Python,50
PRJ00804,STU0364,FastAPI,67
PRJ00804,STU0364,Machine Learning,43
PRJ00805,STU0437,Python,90
PRJ00805,STU0437,Data Science,90
PRJ00805,STU0437,SQL,44
PRJ00806,STU0087,Docker,58
PRJ00806,STU0087,Git,57
PRJ00806,STU0087,Node.js,99
PRJ00807,STU0207,Java,37
PRJ00807,STU0207,SQL,33
PRJ00808,STU0076,React,57
PRJ00808,STU0076,Node.js,97
PRJ00808,STU0076,MongoDB,50
PRJ00809,STU0023,React,45
PRJ00809,STU0023,Node.js,46
PRJ00809,STU0023,MongoDB,19
PRJ00810,STU0326,React,24
PRJ00810,STU0326,Node.js,76
PRJ00810,STU0326,MongoDB,22
PRJ00811,STU0180,JavaScript,98
PRJ00811,STU0180,React,78
PRJ00811,STU0180,Node.js,95
PRJ00811,STU0180,SQL,99
PRJ00812,STU0045,React,53
PRJ00812,STU0045,Firebase,20
PRJ00813,STU0094,React,37
PRJ00813,STU0094,Node.js,58
PRJ00813,STU0094,MongoDB,67
PRJ00814,STU0321,Python,34
PRJ00814,STU0321,FastAPI,75
PRJ00814,STU0321,Machine Learning,12
PRJ00815,STU0192,Python,97
PRJ00815,STU0192,Firebase,53
PRJ00816,STU0329,Docker,28
PRJ00816,STU0329,Git,17
PRJ00816,STU0329,Node.js,36
PRJ00817,STU0195,React,80
PRJ00817,STU0195,Node.js,92
PRJ00817,STU0195,MongoDB,92
PRJ00818,STU0290,Python,79
PRJ00818,STU0290,Machine Learning,22
PRJ00819,STU0453,Python,98
PRJ00819,STU0453,Data Science,85
PRJ00819,STU0453,SQL,37
PRJ00820,STU0226,React,66
PRJ00820,STU0226,Node.js,64
PRJ00820,STU0226,MongoDB,75
PRJ00821,STU0187,Python,48
PRJ00821,STU0187,Machine Learning,22
PRJ00822,STU0198,Java,78
PRJ00822,STU0198,SQL,45
PRJ00823,STU0416,Python,73
PRJ00823,STU0416,FastAPI,20
PRJ00823,STU0416,Machine Learning,43
PRJ00824,STU0496,HTML/CSS,58
PRJ00824,STU0496,JavaScript,95
PRJ00825,STU0133,Python,27
PRJ00825,STU0133,Data Science,31
PRJ00825,STU0133,SQL,13
PRJ00826,STU0265,Python,19
PRJ00826,STU0265,FastAPI,43
PRJ00826,STU0265,Machine Learning,94
PRJ00827,STU0301,Python,76
PRJ00827,STU0301,Machine Learning,41
PRJ00828,STU0302,Docker,35
PRJ00828,STU0302,Git,41
PRJ00828,STU0302,Node.js,51
PRJ00829,STU0184,Java,44
PRJ00829,STU0184,SQL,17
PRJ00830,STU0172,Python,22
PRJ00830,STU0172,Machine Learning,24
PRJ00831,STU0084,Python,33
PRJ00831,STU0084,Firebase,66
PRJ00832,STU0234,React,31
PRJ00832,STU0234,Firebase,79
PRJ00833,STU0130,React,36
PRJ00833,STU0130,Node.js,59
PRJ00833,STU0130,MongoDB,11
PRJ00834,STU0206,React,35
PRJ00834,STU0206,Node.js,10
PRJ00834,STU0206,MongoDB,75
PRJ00835,STU0216,Java,71
PRJ00835,STU0216,SQL,60
PRJ00836,STU0084,HTML/CSS,47
PRJ00836,STU0084,JavaScript,69
PRJ00837,STU0483,HTML/CSS,71
PRJ00837,STU0483,JavaScript,15
PRJ00838,STU0340,Python,83
PRJ00838,STU0340,Machine Learning,11
PRJ00839,STU0411,Python,63
PRJ00839,STU0411,Machine Learning,94
PRJ00840,STU0001,Python,95
PRJ00840,STU0001,FastAPI,71
PRJ00840,STU0001,Machine Learning,65
PRJ00841,STU0158,JavaScript,23
PRJ00841,STU0158,React,79
PRJ00841,STU0158,Node.js,40
PRJ00841,STU0158,SQL,69
PRJ00842,STU0047,React,58
PRJ00842,STU0047,Node.js,28
PRJ00842,STU0047,MongoDB,87
PRJ00843,STU0003,Python,57
PRJ00843,STU0003,Firebase,10
PRJ00844,STU0282,Python,71
PRJ00844,STU0282,FastAPI,63
PRJ00844,STU0282,Machine Learning,93
PRJ00845,STU0193,Java,71
PRJ00845,STU0193,SQL,98
PRJ00846,STU0066,Python,18
PRJ00846,STU0066,Machine Learning,91
PRJ00847,STU0420,Python,63
PRJ00847,STU0420,FastAPI,33
PRJ00847,STU0420,Machine Learning,22
PRJ00848,STU0178,Python,73
PRJ00848,STU0178,Firebase,28
PRJ00849,STU0394,Python,15
PRJ00849,STU0394,Data Science,46
PRJ00849,STU0394,SQL,79
PRJ00850,STU0422,Python,77
PRJ00850,STU0422,FastAPI,76
PRJ00850,STU0422,Machine Learning,60
PRJ00851,STU0256,Python,81
PRJ00851,STU0256,Data Science,16
PRJ00851,STU0256,SQL,94
PRJ00852,STU0048,Python,48
PRJ00852,STU0048,Machine Learning,23
PRJ00853,STU0146,React,74
PRJ00853,STU0146,Node.js,59
PRJ00853,STU0146,MongoDB,83
PRJ00854,STU0491,Java,38
PRJ00854,STU0491,SQL,15
PRJ00855,STU0265,Java,38
PRJ00855,STU0265,SQL,95
PRJ00856,STU0352,React,30
PRJ00856,STU0352,Node.js,59
PRJ00856,STU0352,MongoDB,48
PRJ00857,STU0164,Java,93
PRJ00857,STU0164,SQL,52
PRJ00858,STU0335,Python,61
PRJ00858,STU0335,FastAPI,42
PRJ00858,STU0335,Machine Learning,88
PRJ00859,STU0218,React,64
PRJ00859,STU0218,Node.js,69
PRJ00859,STU0218,MongoDB,48
PRJ00860,STU0400,Python,23
PRJ00860,STU0400,Firebase,85
PRJ00861,STU0403,Java,88
PRJ00861,STU0403,SQL,20
PRJ00862,STU0041,Java,61
PRJ00862,STU0041,SQL,14
PRJ00863,STU0102,HTML/CSS,51
PRJ00863,STU0102,JavaScript,97
PRJ00864,STU0145,Python,39
PRJ00864,STU0145,FastAPI,87
PRJ00864,STU0145,Machine Learning,97
PRJ00865,STU0026,Docker,12
PRJ00865,STU0026,Git,59
PRJ00865,STU0026,Node.js,42
PRJ00866,STU0346,React,82
PRJ00866,STU0346,Node.js,14
PRJ00866,STU0346,MongoDB,82
PRJ00867,STU0151,Python,100
PRJ00867,STU0151,Machine Learning,72
