assessment_id,student_id,skill,knowledge_score,problem_solving_score,coding_score,final_score,proficiency,assessment_type
ASM00804,STU0432,C++,84,62,94,81.4,Intermediate,practice
ASM00805,STU0067,Data Science,61,50,72,62.1,Beginner,proctored
ASM00806,STU0496,Python,47,66,99,73.5,Intermediate,proctored
ASM00807,STU0332,Data Science,53,57,59,56.6,Beginner,practice
ASM00808,STU0297,Docker,90,58,84,78.0,Intermediate,practice
ASM00809,STU0300,JavaScript,54,60,83,67.4,Beginner,proctored
ASM00810,STU0418,Machine Learning,85,53,75,71.4,Intermediate,proctored
ASM00811,STU0422,JavaScript,67,57,98,76.4,Intermediate,practice
ASM00812,STU0368,Java,83,83,94,87.4,Advanced,proctored
ASM00813,STU0028,Java,68,40,69,60.0,Beginner,proctored
ASM00814,STU0065,Docker,85,79,58,72.4,Intermediate,practice
ASM00815,STU0230,Machine Learning,100,44,87,78.0,Intermediate,proctored
ASM00816,STU0021,MongoDB,57,95,89,81.2,Intermediate,practice
ASM00817,STU0287,Node.js,45,84,98,77.9,Intermediate,practice
ASM00818,STU0089,Docker,85,97,80,86.6,Advanced,proctored
ASM00819,STU0161,C++,62,89,49,64.9,Beginner,proctored
ASM00820,STU0328,React,70,50,83,69.2,Beginner,practice
ASM00821,STU0366,SQL,95,65,82,80.8,Intermediate,practice
ASM00822,STU0294,FastAPI,47,82,53,59.9,Beginner,proctored
ASM00823,STU0471,JavaScript,66,96,60,72.6,Intermediate,practice
ASM00824,STU0141,Docker,69,100,85,84.7,Intermediate,practice
ASM00825,STU0050,MongoDB,45,61,73,61.0,Beginner,proctored
ASM00826,STU0453,C++,86,44,93,76.2,Intermediate,practice
ASM00827,STU0492,Python,83,96,73,82.9,Intermediate,practice
ASM00828,STU0038,Firebase,86,99,40,71.5,Intermediate,practice
ASM00829,STU0373,Git,47,47,66,54.6,Beginner,proctored
ASM00830,STU0039,Node.js,99,65,56,71.6,Intermediate,practice
ASM00831,STU0196,C++,81,45,46,56.2,Beginner,proctored
ASM00832,STU0031,HTML/CSS,76,69,63,68.7,Beginner,practice
ASM00833,STU0089,C++,89,59,95,82.4,Intermediate,practice
ASM00834,STU0109,C++,92,89,82,87.1,Advanced,practice
ASM00835,STU0497,C++,51,55,71,60.2,Beginner,practice
ASM00836,STU0497,Node.js,75,83,93,84.6,Intermediate,practice
ASM00837,STU0235,Python,43,70,75,63.9,Beginner,proctored
ASM00838,STU0324,JavaScript,61,55,51,55.2,Beginner,practice
ASM00839,STU0477,Java,50,45,88,63.7,Beginner,proctored
ASM00840,STU0282,JavaScript,88,50,65,67.4,Beginner,practice
ASM00841,STU0293,Git,43,79,66,63.0,Beginner,practice
ASM00842,STU0211,C++,41,49,74,56.6,Beginner,practice
ASM00843,STU0185,Firebase,86,93,53,74.9,Intermediate,proctored
ASM00844,STU0425,Git,81,63,69,70.8,Intermediate,proctored
ASM00845,STU0210,Node.js,65,88,92,82.7,Intermediate,proctored
ASM00846,STU0500,Java,89,85,40,68.2,Beginner,proctored
ASM00847,STU0097,Docker,87,70,40,63.1,Beginner,proctored
ASM00848,STU0229,Python,91,55,71,72.2,Intermediate,proctored
ASM00849,STU0271,Docker,72,88,86,82.4,Intermediate,practice
ASM00850,STU0471,C++,85,88,67,78.7,Intermediate,proctored
ASM00851,STU0085,Python,71,91,93,85.8,Advanced,proctored
ASM00852,STU0293,Firebase,96,72,55,72.4,Intermediate,practice
ASM00853,STU0259,Node.js,78,49,83,71.3,Intermediate,practice
ASM00854,STU0252,C++,59,74,68,67.1,Beginner,practice
ASM00855,STU0479,Docker,51,79,66,65.4,Beginner,practice
ASM00856,STU0031,MongoDB,70,91,58,71.5,Intermediate,practice
ASM00857,STU0416,SQL,65,60,68,64.7,Beginner,proctored
ASM00858,STU0219,Data Science,65,63,83,71.6,Intermediate,practice
ASM00859,STU0046,HTML/CSS,78,72,50,65.0,Beginner,proctored
ASM00860,STU0229,Git,57,71,70,66.4,Beginner,practice
ASM00861,STU0002,MongoDB,98,91,42,73.5,Intermediate,proctored
ASM00862,STU0158,SQL,88,48,88,76.0,Intermediate,proctored
ASM00863,STU0032,JavaScript,67,51,65,61.4,Beginner,proctored
ASM00864,STU0030,React,48,94,87,77.4,Intermediate,practice
ASM00865,STU0340,Firebase,56,62,50,55.4,Beginner,practice
ASM00866,STU0488,Data Science,54,55,40,48.7,Not Verified,proctored
ASM00867,STU0237,HTML/CSS,89,92,56,76.7,Intermediate,proctored
ASM00868,STU0376,Machine Learning,54,61,45,52.5,Beginner,practice
ASM00869,STU0264,SQL,49,81,49,58.6,Beginner,practice
ASM00870,STU0239,Machine Learning,87,70,63,72.3,Intermediate,proctored
ASM00871,STU0065,SQL,85,75,52,68.8,Beginner,practice
ASM00872,STU0390,Docker,76,77,41,62.3,Beginner,proctored
ASM00873,STU0369,HTML/CSS,62,93,93,83.7,Intermediate,proctored
ASM00874,STU0205,C++,99,89,66,82.8,Intermediate,proctored
ASM00875,STU0100,JavaScript,71,67,54,63.0,Beginner,proctored
ASM00876,STU0133,JavaScript,49,74,100,76.9,Intermediate,practice
ASM00877,STU0357,Machine Learning,50,89,100,81.7,Intermediate,proctored
ASM00878,STU0239,JavaScript,97,90,93,93.3,Advanced,proctored
ASM00879,STU0255,Docker,51,51,61,55.0,Beginner,proctored
ASM00880,STU0053,Python,54,91,54,65.1,Beginner,practice
ASM00881,STU0423,HTML/CSS,86,84,85,85.0,Advanced,proctored
ASM00882,STU0004,FastAPI,84,77,59,71.9,Intermediate,proctored
ASM00883,STU0336,React,56,99,97,85.3,Advanced,proctored
ASM00884,STU0105,C++,68,40,57,55.2,Beginner,proctored
ASM00885,STU0098,React,96,88,52,76.0,Intermediate,proctored
ASM00886,STU0324,Docker,74,96,91,87.4,Advanced,proctored
ASM00887,STU0274,Node.js,63,65,80,70.4,Intermediate,proctored
ASM00888,STU0066,SQL,81,71,97,84.4,Intermediate,proctored
ASM00889,STU0138,Data Science,54,68,46,55.0,Beginner,practice
ASM00890,STU0386,Firebase,83,83,47,68.6,Beginner,practice
ASM00891,STU0487,Machine Learning,76,82,64,73.0,Intermediate,proctored
ASM00892,STU0458,Docker,80,64,58,66.4,Beginner,practice
ASM00893,STU0433,C++,62,59,59,59.9,Beginner,proctored
ASM00894,STU0050,SQL,71,82,84,79.5,Intermediate,proctored
ASM00895,STU0238,Git,82,50,67,66.4,Beginner,practice
ASM00896,STU0016,SQL,53,85,49,61.0,Beginner,practice
ASM00897,STU0102,Docker,78,67,73,72.7,Intermediate,practice
ASM00898,STU0316,React,56,86,48,61.8,Beginner,proctored
ASM00899,STU0326,HTML/CSS,76,42,54,57.0,Beginner,practice
ASM00900,STU0315,Firebase,78,69,98,83.3,Intermediate,proctored
ASM00901,STU0347,React,45,84,63,63.9,Beginner,proctored
ASM00902,STU0122,JavaScript,46,78,72,66.0,Beginner,practice
ASM00903,STU0388,Git,92,83,66,78.9,Intermediate,practice
ASM00904,STU0409,SQL,89,45,83,73.4,Intermediate,proctored
ASM00905,STU0066,SQL,40,65,67,58.3,Beginner,practice
ASM00906,STU0449,Firebase,87,81,73,79.6,Intermediate,practice
ASM00907,STU0327,Docker,89,42,65,65.3,Beginner,practice
ASM00908,STU0115,Node.js,71,66,70,69.1,Beginner,proctored
ASM00909,STU0446,Node.js,93,76,76,81.1,Intermediate,practice
ASM00910,STU0127,JavaScript,75,77,62,70.4,Intermediate,proctored
ASM00911,STU0456,C++,40,54,73,57.4,Beginner,practice
ASM00912,STU0095,Node.js,49,94,70,70.9,Intermediate,practice
ASM00913,STU0087,JavaScript,46,60,62,56.6,Beginner,practice
ASM00914,STU0124,Firebase,83,68,58,68.5,Beginner,proctored
ASM00915,STU0294,Docker,66,54,78,67.2,Beginner,practice
ASM00916,STU0315,SQL,98,78,58,76.0,Intermediate,proctored
ASM00917,STU0103,FastAPI,76,62,60,65.4,Beginner,practice
ASM00918,STU0213,SQL,67,89,82,79.6,Intermediate,practice
ASM00919,STU0102,Java,70,43,72,62.7,Beginner,practice
ASM00920,STU0112,Python,43,49,87,62.4,Beginner,proctored
ASM00921,STU0009,Docker,49,87,91,77.2,Intermediate,practice
ASM00922,STU0482,React,64,82,64,69.4,Beginner,proctored
ASM00923,STU0350,C++,50,62,87,68.4,Beginner,practice
ASM00924,STU0337,HTML/CSS,69,53,86,71.0,Intermediate,proctored
ASM00925,STU0088,C++,53,58,98,72.5,Intermediate,practice
ASM00926,STU0138,Git,53,78,44,56.9,Beginner,practice
ASM00927,STU0342,Machine Learning,40,91,46,57.7,Beginner,proctored
ASM00928,STU0018,Git,40,59,75,59.7,Beginner,practice
ASM00929,STU0203,C++,86,41,87,72.9,Intermediate,practice
ASM00930,STU0107,MongoDB,87,49,66,67.2,Beginner,practice
ASM00931,STU0156,Firebase,88,68,89,82.4,Intermediate,proctored
ASM00932,STU0341,Data Science,72,62,79,71.8,Intermediate,practice
ASM00933,STU0323,Node.js,45,70,67,61.3,Beginner,proctored
ASM00934,STU0403,MongoDB,79,82,41,64.7,Beginner,proctored
ASM00935,STU0254,Java,98,66,58,72.4,Intermediate,practice
ASM00936,STU0327,FastAPI,46,40,58,49.0,Not Verified,practice
ASM00937,STU0385,Data Science,92,55,85,78.1,Intermediate,practice
ASM00938,STU0215,Machine Learning,76,93,59,74.3,Intermediate,practice
ASM00939,STU0469,Data Science,90,53,84,76.5,Intermediate,proctored
ASM00940,STU0277,Data Science,89,75,96,87.6,Advanced,proctored
ASM00941,STU0382,HTML/CSS,90,97,100,96.1,Advanced,practice
ASM00942,STU0067,FastAPI,100,76,41,69.2,Beginner,practice
ASM00943,STU0200,Machine Learning,62,98,45,66.0,Beginner,proctored
ASM00944,STU0227,FastAPI,91,97,59,80.0,Intermediate,practice
ASM00945,STU0227,Java,77,73,99,84.6,Intermediate,proctored
ASM00946,STU0228,Node.js,55,92,56,66.5,Beginner,practice
ASM00947,STU0023,Git,92,65,72,75.9,Intermediate,practice
ASM00948,STU0317,React,72,42,65,60.2,Beginner,proctored
ASM00949,STU0383,SQL,43,49,55,49.6,Not Verified,proctored
ASM00950,STU0262,MongoDB,76,81,77,77.9,Intermediate,practice
ASM00951,STU0144,Machine Learning,91,78,100,90.7,Advanced,proctored
ASM00952,STU0136,Firebase,54,59,89,69.5,Beginner,proctored
ASM00953,STU0184,Node.js,73,65,78,72.6,Intermediate,practice
ASM00954,STU0091,Java,51,92,46,61.3,Beginner,practice
ASM00955,STU0200,Python,92,55,72,72.9,Intermediate,practice
ASM00956,STU0033,Python,73,74,42,60.9,Beginner,proctored
ASM00957,STU0170,MongoDB,59,66,79,69.1,Beginner,practice
ASM00958,STU0196,Machine Learning,40,97,59,64.7,Beginner,proctored
ASM00959,STU0109,Data Science,65,56,68,63.5,Beginner,practice
ASM00960,STU0236,Machine Learning,87,98,77,86.3,Advanced,proctored
ASM00961,STU0337,C++,96,45,67,69.1,Beginner,proctored
ASM00962,STU0096,JavaScript,47,91,61,65.8,Beginner,proctored
ASM00963,STU0387,React,86,76,92,85.4,Advanced,practice
ASM00964,STU0358,SQL,62,75,90,77.1,Intermediate,practice
ASM00965,STU0364,FastAPI,85,99,84,88.8,Advanced,proctored
ASM00966,STU0327,Git,97,80,42,69.9,Beginner,proctored
ASM00967,STU0404,MongoDB,59,47,60,55.8,Beginner,proctored
ASM00968,STU0111,React,63,48,94,70.9,Intermediate,practice
ASM00969,STU0366,C++,82,65,40,60.1,Beginner,proctored
ASM00970,STU0418,React,72,60,60,63.6,Beginner,proctored
ASM00971,STU0393,MongoDB,41,50,77,58.1,Beginner,practice
ASM00972,STU0403,MongoDB,70,52,90,72.6,Intermediate,proctored
ASM00973,STU0055,Firebase,96,41,44,58.7,Beginner,proctored
ASM00974,STU0439,Node.js,91,62,94,83.5,Intermediate,practice
ASM00975,STU0049,FastAPI,45,98,63,68.1,Beginner,proctored
ASM00976,STU0198,C++,98,81,91,90.1,Advanced,proctored
ASM00977,STU0307,Node.js,78,76,89,81.8,Intermediate,proctored
ASM00978,STU0098,Firebase,65,80,90,79.5,Intermediate,practice
ASM00979,STU0019,Firebase,62,61,47,55.7,Beginner,proctored
ASM00980,STU0344,MongoDB,87,91,77,84.2,Intermediate,proctored
ASM00981,STU0427,Firebase,76,66,74,72.2,Intermediate,practice
ASM00982,STU0042,FastAPI,67,90,82,79.9,Intermediate,practice
ASM00983,STU0040,Data Science,40,74,40,50.2,Beginner,practice
ASM00984,STU0313,JavaScript,78,94,53,72.8,Intermediate,proctored
ASM00985,STU0385,MongoDB,100,94,75,88.2,Advanced,practice
ASM00986,STU0009,Data Science,98,98,84,92.4,Advanced,proctored
ASM00987,STU0308,Machine Learning,45,49,77,59.0,Beginner,proctored
ASM00988,STU0107,MongoDB,48,44,88,62.8,Beginner,proctored
ASM00989,STU0144,Git,62,50,48,52.8,Beginner,proctored
ASM00990,STU0289,MongoDB,100,95,89,94.1,Advanced,practice
ASM00991,STU0022,Docker,43,100,92,79.7,Intermediate,proctored
ASM00992,STU0245,MongoDB,83,44,99,77.7,Intermediate,practice
ASM00993,STU0254,SQL,73,75,62,69.2,Beginner,practice
ASM00994,STU0080,C++,68,56,74,66.8,Beginner,proctored
ASM00995,STU0199,Machine Learning,46,44,84,60.6,Beginner,proctored
ASM00996,STU0464,Machine Learning,90,87,48,72.3,Intermediate,proctored
ASM00997,STU0333,React,98,43,64,67.9,Beginner,practice
ASM00998,STU0483,Java,67,60,71,66.5,Beginner,proctored
ASM00999,STU0087,Java,47,75,67,63.4,Beginner,proctored
ASM01000,STU0426,Docker,44,74,45,53.4,Beginner,proctored
ASM01001,STU0342,C++,48,95,82,75.7,Intermediate,proctored
ASM01002,STU0448,Docker,79,94,78,83.1,Intermediate,proctored
ASM01003,STU0101,Python,51,60,62,58.1,Beginner,practice
ASM01004,STU0298,C++,98,48,43,61.0,Beginner,practice
ASM01005,STU0404,JavaScript,54,47,90,66.3,Beginner,practice
ASM01006,STU0418,Docker,61,78,67,68.5,Beginner,proctored
ASM01007,STU0434,Python,96,77,85,85.9,Advanced,practice
ASM01008,STU0325,Java,76,88,65,75.2,Intermediate,proctored
ASM01009,STU0496,Node.js,62,41,62,55.7,Beginner,proctored
ASM01010,STU0046,Java,49,88,43,58.3,Beginner,proctored
ASM01011,STU0406,Machine Learning,40,73,47,52.7,Beginner,practice
ASM01012,STU0403,Node.js,89,46,100,80.5,Intermediate,proctored
ASM01013,STU0130,Node.js,87,90,91,89.5,Advanced,practice
ASM01014,STU0430,Python,96,74,84,84.6,Intermediate,proctored
ASM01015,STU0355,Git,71,98,46,69.1,Beginner,practice
ASM01016,STU0020,HTML/CSS,89,75,93,86.4,Advanced,proctored
ASM01017,STU0140,Machine Learning,76,60,56,63.2,Beginner,practice
ASM01018,STU0290,Firebase,62,41,92,67.7,Beginner,practice
ASM01019,STU0006,Git,83,91,94,89.8,Advanced,practice
ASM01020,STU0425,Firebase,98,72,42,67.8,Beginner,practice
ASM01021,STU0424,JavaScript,84,100,69,82.8,Intermediate,practice
ASM01022,STU0175,Machine Learning,67,78,75,73.5,Intermediate,proctored
ASM01023,STU0351,Git,80,74,98,85.4,Advanced,practice
ASM01024,STU0293,Docker,42,71,56,56.3,Beginner,proctored
ASM01025,STU0312,Node.js,45,59,49,50.8,Beginner,proctored
ASM01026,STU0149,Git,62,69,99,78.9,Intermediate,practice
ASM01027,STU0465,Machine Learning,51,60,94,70.9,Intermediate,proctored
ASM01028,STU0346,HTML/CSS,80,74,58,69.4,Beginner,practice
ASM01029,STU0208,HTML/CSS,64,78,45,60.6,Beginner,practice
ASM01030,STU0100,Python,46,65,100,73.3,Intermediate,practice
ASM01031,STU0254,JavaScript,73,80,65,71.9,Intermediate,proctored
ASM01032,STU0241,Node.js,83,85,64,76.0,Intermediate,practice
ASM01033,STU0299,Firebase,40,48,90,62.4,Beginner,practice
ASM01034,STU0067,Git,91,68,64,73.3,Intermediate,proctored
ASM01035,STU0062,HTML/CSS,64,64,48,57.6,Beginner,practice
ASM01036,STU0223,Python,89,52,59,65.9,Beginner,proctored
ASM01037,STU0139,HTML/CSS,100,65,96,87.9,Advanced,practice
ASM01038,STU0248,Docker,42,47,65,52.7,Beginner,practice
ASM01039,STU0194,JavaScript,93,71,87,84.0,Intermediate,practice
ASM01040,STU0421,Docker,58,42,50,50.0,Beginner,proctored
ASM01041,STU0460,SQL,92,99,71,85.7,Advanced,proctored
ASM01042,STU0106,Java,85,100,49,75.1,Intermediate,practice
ASM01043,STU0076,Node.js,51,52,61,55.3,Beginner,proctored
ASM01044,STU0175,MongoDB,87,64,93,82.5,Intermediate,proctored
ASM01045,STU0001,FastAPI,60,87,93,81.3,Intermediate,practice
ASM01046,STU0308,Machine Learning,96,44,68,69.2,Beginner,proctored
ASM01047,STU0056,SQL,94,43,61,65.5,Beginner,proctored
ASM01048,STU0005,Docker,63,98,86,82.7,Intermediate,proctored
ASM01049,STU0170,React,89,45,52,61.0,Beginner,proctored
ASM01050,STU0264,Node.js,63,98,66,74.7,Intermediate,proctored
ASM01051,STU0169,Git,93,79,54,73.2,Intermediate,practice
ASM01052,STU0340,JavaScript,55,49,48,50.4,Beginner,proctored
ASM01053,STU0004,Git,45,96,49,61.9,Beginner,practice
ASM01054,STU0470,Node.js,96,87,54,76.5,Intermediate,proctored
ASM01055,STU0406,MongoDB,57,98,84,80.1,Intermediate,proctored
ASM01056,STU0144,MongoDB,41,91,97,78.4,Intermediate,practice
ASM01057,STU0263,React,56,84,98,81.2,Intermediate,proctored
ASM01058,STU0349,MongoDB,80,69,96,83.1,Intermediate,practice
ASM01059,STU0303,HTML/CSS,74,49,84,70.5,Intermediate,practice
ASM01060,STU0024,HTML/CSS,49,46,99,68.1,Beginner,proctored
ASM01061,STU0219,Firebase,73,49,54,58.2,Beginner,proctored
ASM01062,STU0112,Data Science,79,100,76,84.1,Intermediate,proctored
ASM01063,STU0258,Java,81,40,42,53.1,Beginner,practice
ASM01064,STU0078,MongoDB,59,50,66,59.1,Beginner,practice
ASM01065,STU0238,FastAPI,89,79,88,85.6,Advanced,practice
ASM01066,STU0416,React,83,61,63,68.4,Beginner,practice
ASM01067,STU0232,Node.js,89,100,95,94.7,Advanced,practice
ASM01068,STU0444,JavaScript,66,53,89,71.3,Intermediate,practice
ASM01069,STU0258,FastAPI,100,74,49,71.8,Intermediate,proctored
ASM01070,STU0384,HTML/CSS,71,92,80,80.9,Intermediate,proctored
ASM01071,STU0162,Node.js,58,87,51,63.9,Beginner,proctored
ASM01072,STU0328,SQL,52,60,47,52.4,Beginner,proctored
ASM01073,STU0461,Data Science,73,83,75,76.8,Intermediate,proctored
ASM01074,STU0284,Python,61,42,55,52.9,Beginner,practice
ASM01075,STU0173,SQL,54,75,87,73.5,Intermediate,proctored
ASM01076,STU0262,Data Science,50,40,56,49.4,Not Verified,practice
ASM01077,STU0204,Data Science,67,64,98,78.5,Intermediate,practice
ASM01078,STU0363,Python,74,48,74,66.2,Beginner,practice
ASM01079,STU0154,SQL,85,84,92,87.5,Advanced,practice
ASM01080,STU0041,C++,82,48,43,56.2,Beginner,practice
ASM01081,STU0161,React,44,83,93,75.3,Intermediate,proctored
ASM01082,STU0367,Firebase,64,75,63,66.9,Beginner,proctored
ASM01083,STU0053,SQL,89,88,85,87.1,Advanced,proctored
ASM01084,STU0203,JavaScript,46,82,81,70.8,Intermediate,proctored
ASM01085,STU0247,MongoDB,58,85,97,81.7,Intermediate,proctored
ASM01086,STU0132,HTML/CSS,56,54,40,49.0,Not Verified,proctored
ASM01087,STU0008,HTML/CSS,64,45,57,55.5,Beginner,practice
ASM01088,STU0183,JavaScript,77,90,95,88.1,Advanced,practice
ASM01089,STU0477,Node.js,62,85,69,71.7,Intermediate,practice
ASM01090,STU0139,Firebase,53,53,44,49.4,Not Verified,practice
ASM01091,STU0050,HTML/CSS,47,83,94,76.6,Intermediate,practice
ASM01092,STU0117,React,92,55,96,82.5,Intermediate,practice
ASM01093,STU0403,Git,99,68,50,70.1,Intermediate,practice
ASM01094,STU0432,Git,69,41,45,51.0,Beginner,proctored
ASM01095,STU0385,Python,87,53,90,78.0,Intermediate,practice
ASM01096,STU0116,Node.js,59,78,78,72.3,Intermediate,practice
ASM01097,STU0187,C++,85,74,84,81.3,Intermediate,practice
ASM01098,STU0417,FastAPI,85,66,80,77.3,Intermediate,proctored
ASM01099,STU0376,FastAPI,73,72,45,61.5,Beginner,practice
ASM01100,STU0263,Machine Learning,43,100,85,76.9,Intermediate,proctored
ASM01101,STU0060,SQL,76,77,49,65.5,Beginner,practice
ASM01102,STU0311,Node.js,53,69,67,63.4,Beginner,proctored
ASM01103,STU0264,JavaScript,71,97,58,73.6,Intermediate,proctored
ASM01104,STU0488,Firebase,53,53,47,50.6,Beginner,proctored
ASM01105,STU0086,JavaScript,54,95,78,75.9,Intermediate,practice
ASM01106,STU0136,FastAPI,42,99,96,80.7,Intermediate,practice
ASM01107,STU0008,Node.js,68,53,83,69.5,Beginner,proctored
ASM01108,STU0160,C++,100,96,87,93.6,Advanced,proctored
ASM01109,STU0409,Machine Learning,75,69,59,66.8,Beginner,practice
ASM01110,STU0242,C++,94,71,56,71.9,Intermediate,proctored
ASM01111,STU0236,Python,54,65,64,61.3,Beginner,practice
ASM01112,STU0441,HTML/CSS,62,65,40,54.1,Beginner,proctored
ASM01113,STU0345,Data Science,64,85,48,63.9,Beginner,proctored
ASM01114,STU0438,FastAPI,94,49,47,61.7,Beginner,proctored
ASM01115,STU0404,Docker,81,74,48,65.7,Beginner,proctored
ASM01116,STU0298,MongoDB,99,53,94,83.2,Intermediate,practice
ASM01117,STU0443,FastAPI,50,70,75,66.0,Beginner,practice
ASM01118,STU0391,Data Science,48,67,56,56.9,Beginner,proctored
ASM01119,STU0307,React,52,94,40,59.8,Beginner,practice
ASM01120,STU0370,HTML/CSS,63,81,77,74.0,Intermediate,practice
ASM01121,STU0292,JavaScript,82,88,42,67.8,Beginner,practice
ASM01122,STU0206,Docker,65,42,96,70.5,Intermediate,practice
ASM01123,STU0279,SQL,54,46,51,50.4,Beginner,proctored
ASM01124,STU0130,Docker,98,56,53,67.4,Beginner,practice
ASM01125,STU0267,HTML/CSS,86,57,77,73.7,Intermediate,proctored
ASM01126,STU0058,FastAPI,82,59,95,80.3,Intermediate,practice
ASM01127,STU0180,Java,49,56,51,51.9,Beginner,proctored
ASM01128,STU0015,MongoDB,64,87,55,67.3,Beginner,practice
ASM01129,STU0286,Docker,45,70,88,69.7,Beginner,proctored
ASM01130,STU0158,FastAPI,85,86,100,91.3,Advanced,proctored
ASM01131,STU0405,Machine Learning,56,80,100,80.8,Intermediate,proctored
ASM01132,STU0043,C++,66,86,61,70.0,Intermediate,practice
ASM01133,STU0474,SQL,87,92,75,83.7,Intermediate,practice
ASM01134,STU0294,Firebase,56,50,44,49.4,Not Verified,proctored
ASM01135,STU0256,Git,88,52,98,81.2,Intermediate,proctored
ASM01136,STU0107,HTML/CSS,94,66,52,68.8,Beginner,practice
ASM01137,STU0173,Git,71,51,71,65.0,Beginner,practice
ASM01138,STU0237,Machine Learning,73,71,70,71.2,Intermediate,practice
ASM01139,STU0188,Git,53,63,90,70.8,Intermediate,practice
ASM01140,STU0037,React,93,89,59,78.2,Intermediate,proctored
ASM01141,STU0249,Node.js,78,44,77,67.4,Beginner,practice
ASM01142,STU0113,HTML/CSS,92,75,41,66.5,Beginner,practice
ASM01143,STU0092,Machine Learning,90,71,94,85.9,Advanced,proctored
ASM01144,STU0099,React,78,78,40,62.8,Beginner,practice
ASM01145,STU0435,Machine Learning,47,63,95,71.0,Intermediate,proctored
ASM01146,STU0017,Java,44,45,54,48.3,Not Verified,proctored
ASM01147,STU0172,Node.js,73,40,59,57.5,Beginner,practice
ASM01148,STU0094,C++,52,66,56,57.8,Beginner,practice
ASM01149,STU0317,JavaScript,88,44,56,62.0,Beginner,proctored
ASM01150,STU0045,Python,95,86,73,83.5,Intermediate,practice
ASM01151,STU0050,HTML/CSS,99,64,89,84.5,Intermediate,practice
ASM01152,STU0423,Data Science,85,78,41,65.3,Beginner,practice
ASM01153,STU0430,Docker,91,82,78,83.1,Intermediate,proctored
ASM01154,STU0176,Firebase,70,54,73,66.4,Beginner,proctored
ASM01155,STU0196,Data Science,79,100,76,84.1,Intermediate,practice
ASM01156,STU0237,Docker,54,64,68,62.6,Beginner,proctored
ASM01157,STU0019,Git,83,65,47,63.2,Beginner,proctored
ASM01158,STU0411,JavaScript,88,52,69,69.6,Beginner,proctored
ASM01159,STU0222,Node.js,54,83,51,61.5,Beginner,proctored
ASM01160,STU0187,FastAPI,91,64,76,76.9,Intermediate,practice
ASM01161,STU0082,Firebase,57,98,63,71.7,Intermediate,practice
ASM01162,STU0054,Docker,94,88,81,87.0,Advanced,practice
ASM01163,STU0186,Firebase,83,68,79,76.9,Intermediate,proctored
ASM01164,STU0081,HTML/CSS,96,71,69,77.7,Intermediate,proctored
ASM01165,STU0061,Java,83,61,59,66.8,Beginner,proctored
ASM01166,STU0427,Data Science,83,71,53,67.4,Beginner,proctored
ASM01167,STU0374,MongoDB,94,66,40,64.0,Beginner,practice
ASM01168,STU0261,SQL,66,72,75,71.4,Intermediate,practice
ASM01169,STU0387,Java,42,99,88,77.5,Intermediate,practice
ASM01170,STU0345,Git,70,52,100,76.6,Intermediate,practice
ASM01171,STU0257,Machine Learning,70,95,93,86.7,Advanced,practice
ASM01172,STU0425,React,100,84,98,94.4,Advanced,proctored
ASM01173,STU0438,Machine Learning,57,57,96,72.6,Intermediate,practice
ASM01174,STU0027,JavaScript,64,52,49,54.4,Beginner,practice
ASM01175,STU0203,MongoDB,71,82,67,72.7,Intermediate,practice
ASM01176,STU0305,Machine Learning,91,95,91,92.2,Advanced,practice
ASM01177,STU0377,SQL,73,68,81,74.7,Intermediate,practice
ASM01178,STU0198,Git,56,92,77,75.2,Intermediate,practice
ASM01179,STU0498,Data Science,87,45,62,64.4,Beginner,practice
ASM01180,STU0432,Docker,91,87,55,75.4,Intermediate,practice
ASM01181,STU0438,Data Science,98,56,95,84.2,Intermediate,practice
ASM01182,STU0332,Python,85,80,48,68.7,Beginner,practice
ASM01183,STU0013,HTML/CSS,63,55,68,62.6,Beginner,practice
ASM01184,STU0087,Git,81,40,75,66.3,Beginner,practice
ASM01185,STU0348,MongoDB,87,73,79,79.6,Intermediate,practice
ASM01186,STU0162,Firebase,54,81,79,72.1,Intermediate,practice
ASM01187,STU0171,Firebase,41,55,68,56.0,Beginner,practice
ASM01188,STU0144,FastAPI,95,100,42,75.3,Intermediate,practice
ASM01189,STU0269,Python,63,54,74,64.7,Beginner,proctored
ASM01190,STU0102,C++,74,63,99,80.7,Intermediate,practice
ASM01191,STU0298,React,51,86,78,72.3,Intermediate,proctored
ASM01192,STU0127,Machine Learning,78,64,59,66.2,Beginner,proctored
ASM01193,STU0357,Firebase,57,91,89,80.0,Intermediate,proctored
ASM01194,STU0244,React,69,53,43,53.8,Beginner,practice
ASM01195,STU0045,SQL,40,86,96,76.2,Intermediate,practice
ASM01196,STU0112,JavaScript,91,85,56,75.2,Intermediate,proctored
ASM01197,STU0161,Java,42,91,87,74.7,Intermediate,proctored
ASM01198,STU0209,SQL,73,54,95,76.1,Intermediate,practice
ASM01199,STU0324,Git,67,53,52,56.8,Beginner,practice
ASM01200,STU0474,Machine Learning,69,57,81,70.2,Intermediate,practice
ASM01201,STU0137,C++,90,97,65,82.1,Intermediate,practice
ASM01202,STU0382,Python,55,53,94,70.0,Intermediate,proctored
ASM01203,STU0463,Data Science,52,92,90,79.2,Intermediate,practice
ASM01204,STU0136,Java,61,78,49,61.3,Beginner,proctored
ASM01205,STU0363,HTML/CSS,76,58,92,77.0,Intermediate,proctored
